;№ Контура;Длина, м;Измерение внутреннего конца;Измерение наружного конца;Отсечка, мкм;ДМП@ 1,55;ДМП@ 1,55;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;В* 10-4;h* 10-5;Номер заготовки;Стержень 1;Стержень 2;Диаметр стержня ср.;Диаметр стержня 1 ср.;Диаметр стержня 2 ср.;Диаметр легированной части стержня 1 ср.;Диаметр легированной части стержня 2 ср.;Диаметр канала;Диаметр канала 1;Диаметр канала 2;Стержень 1;Стержень 1;Стержень 1;Стержень 1;Стержень 1;Стержень 2;Стержень 2;Стержень 2;Стержень 2;Стержень 2;Линия 1;Линия 2;Статус;Линия;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Дата вытяжки;Скорость вытяжки мин.,м|мин;Скорость вытяжки сред.,м|мин;Скорость вытяжки макс.,м|мин;Диаметр по кварцу мин,мм;Диаметр по кварцу ср.,мм;Диаметр по кварцу макс,мм;Натяжение волокна мин, гр;Натяжение волокна сред, гр;Натяжение волокна макс, гр;Диаметр покрытия 1 мин, мкм;диаметр покрытия 1 сред., мкм;диаметр покрытия 1 макс, мкм;Диаметр покрытия 2 мин, мкм;диаметр покрытия 2 сред., мкм;диаметр покрытия 2 макс, мкм;Скорость подачи заготовки в печь мин., мм|мин;Скорость подачи заготовки в печь сред., мм|мин;Скорость подачи заготовки в печь макс., мм|мин;Количество волокна на выходе в режим до полной стабилизации, м;Количество волокна снятого с процесса, м;Количество обрывов во время вытяжки, шт;Количество зафиксированных (скачков) резких измененений скорости за время вытяжки;Температура вытяжки, град *;Степень полимеризации;Степень полимеризации. Метод экстракции;Рецепт отверждения полимеров;Технические работы;Технические работы;Технические работы;Технические работы;Технические работы;Технические работы;Стрежень 1;Стрежень 1;Стрежень 1;Стрежень 1;Стрежень 1;Стрежень 2;Стрежень 2;Стрежень 2;Стрежень 2;Стрежень 2;Номер преформы;Преформа;Преформа;Преформа;Преформа;Преформа;Преформа;Преформа;Преформа
733;PS001032-A270919-2/1-1;1100;26310;26311;1412.335;7.357200000000001;7.68825;131.155;80.515;166.755;6.415;0.37;0.315;8.785;1.275;0.435;17.494999999999997;17.555;2.315;2.15;15.865;15.855;0.175;0.1;7.050000000000001;0.08;PS001032-A270919-2;CK002605-D021019;CK002605-D021019;7.1545000000000005;7.1545000000000005;7.154;5.699999999999999;5.6899999999999995;7.2555;7.2555;7.2555;Rec-CK002495-D020819;2019-10-02 08:15:00;20.5;13.5;10.4;Rec-CK002495-D020819;2019-10-02 08:15:00;20.5;13.5;10.4;3;3.0;На контроль;;1600.0;14.0;1930.0;40.0;80.1;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;25.51;168.0;153.0;2019-10-18 00:00:00;34.0;36.0;38.0;78.3;80.0;81.2;37.0;40.0;46.0;129.1;129.5;130.4;165.0;166.5;168.0;0.39;0.39;0.39;650.0;7800.0;1.0;0.0;1915.0;99.02;;;2019-10-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;238.0;2018-06-06 00:00:00;1861.0;0.00022500000000000005;-0.007406250000000003;0.007631249999999999;5.7043124999999995;10.43125;0.00022500000000000005;-0.007406250000000003;0.007631249999999999;5.7043124999999995;10.43125;PS001032-A270919;0.0103;2.0187142857142857;0.01757142857142857;0.014857142857142859;4.9874285714285715;5.035;4.755;5.091
734;PS001032-A270919-2/1-2;1100;26312;26313;1393.115;7.36395;7.68435;131.0;80.695;166.545;6.4;0.555;0.405;5.04;1.385;0.455;18.075;18.064999999999998;3.365;3.2;15.805;15.845;0.245;0.16;7.4;0.09;PS001032-A270919-2;CK002605-D021019;CK002605-D021019;7.1545000000000005;7.1545000000000005;7.154;5.699999999999999;5.6899999999999995;7.2555;7.2555;7.2555;Rec-CK002495-D020819;2019-10-02 08:15:00;20.5;13.5;10.4;Rec-CK002495-D020819;2019-10-02 08:15:00;20.5;13.5;10.4;3;3.0;На контроль;;1600.0;14.0;1930.0;40.0;80.1;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;25.51;168.0;153.0;2019-10-18 00:00:00;34.0;36.0;38.0;78.3;80.0;81.2;37.0;40.0;46.0;129.1;129.5;130.4;165.0;166.5;168.0;0.39;0.39;0.39;650.0;7800.0;1.0;0.0;1915.0;99.02;;;2019-10-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;238.0;2018-06-06 00:00:00;1861.0;0.00022500000000000005;-0.007406250000000003;0.007631249999999999;5.7043124999999995;10.43125;0.00022500000000000005;-0.007406250000000003;0.007631249999999999;5.7043124999999995;10.43125;PS001032-A270919;0.0103;2.0187142857142857;0.01757142857142857;0.014857142857142859;4.9874285714285715;5.035;4.755;5.091
735;PS001032-A270919-2/1-3;1100;26314;26315;1389.75;7.34845;7.673500000000001;130.98000000000002;80.46000000000001;166.165;6.359999999999999;1.085;0.6950000000000001;8.305;1.425;0.495;18.445;17.945;5.1;2.43;15.27;16.265;0.195;0.16;7.5;0.06;PS001032-A270919-2;CK002605-D021019;CK002605-D021019;7.1545000000000005;7.1545000000000005;7.154;5.699999999999999;5.6899999999999995;7.2555;7.2555;7.2555;Rec-CK002495-D020819;2019-10-02 08:15:00;20.5;13.5;10.4;Rec-CK002495-D020819;2019-10-02 08:15:00;20.5;13.5;10.4;3;3.0;На контроль;;1600.0;14.0;1930.0;40.0;80.1;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;25.51;168.0;153.0;2019-10-18 00:00:00;34.0;36.0;38.0;78.3;80.0;81.2;37.0;40.0;46.0;129.1;129.5;130.4;165.0;166.5;168.0;0.39;0.39;0.39;650.0;7800.0;1.0;0.0;1915.0;99.02;;;2019-10-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;238.0;2018-06-06 00:00:00;1861.0;0.00022500000000000005;-0.007406250000000003;0.007631249999999999;5.7043124999999995;10.43125;0.00022500000000000005;-0.007406250000000003;0.007631249999999999;5.7043124999999995;10.43125;PS001032-A270919;0.0103;2.0187142857142857;0.01757142857142857;0.014857142857142859;4.9874285714285715;5.035;4.755;5.091
736;PS001032-A270919-2/1-4;1100;26316;26317;1398.31;7.3388;7.68215;131.005;80.405;166.175;6.359999999999999;0.9849999999999999;0.54;11.775;1.4;0.515;18.259999999999998;17.92;4.735;2.175;15.335;16.245;0.075;0.125;7.35;0.09;PS001032-A270919-2;CK002605-D021019;CK002605-D021019;7.1545000000000005;7.1545000000000005;7.154;5.699999999999999;5.6899999999999995;7.2555;7.2555;7.2555;Rec-CK002495-D020819;2019-10-02 08:15:00;20.5;13.5;10.4;Rec-CK002495-D020819;2019-10-02 08:15:00;20.5;13.5;10.4;3;3.0;На контроль;;1600.0;14.0;1930.0;40.0;80.1;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;25.51;168.0;153.0;2019-10-18 00:00:00;34.0;36.0;38.0;78.3;80.0;81.2;37.0;40.0;46.0;129.1;129.5;130.4;165.0;166.5;168.0;0.39;0.39;0.39;650.0;7800.0;1.0;0.0;1915.0;99.02;;;2019-10-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;238.0;2018-06-06 00:00:00;1861.0;0.00022500000000000005;-0.007406250000000003;0.007631249999999999;5.7043124999999995;10.43125;0.00022500000000000005;-0.007406250000000003;0.007631249999999999;5.7043124999999995;10.43125;PS001032-A270919;0.0103;2.0187142857142857;0.01757142857142857;0.014857142857142859;4.9874285714285715;5.035;4.755;5.091
737;PS001032-A270919-2/1-5;1100;26318;26319;1398.6399999999999;7.35215;7.69245;130.825;80.685;166.29;6.425000000000001;0.42999999999999994;0.55;7.8;1.255;0.37;18.240000000000002;17.990000000000002;2.9699999999999998;2.58;15.524999999999999;16.15;0.105;0.075;7.35;0.06;PS001032-A270919-2;CK002605-D021019;CK002605-D021019;7.1545000000000005;7.1545000000000005;7.154;5.699999999999999;5.6899999999999995;7.2555;7.2555;7.2555;Rec-CK002495-D020819;2019-10-02 08:15:00;20.5;13.5;10.4;Rec-CK002495-D020819;2019-10-02 08:15:00;20.5;13.5;10.4;3;3.0;На контроль;;1600.0;14.0;1930.0;40.0;80.1;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;25.51;168.0;153.0;2019-10-18 00:00:00;34.0;36.0;38.0;78.3;80.0;81.2;37.0;40.0;46.0;129.1;129.5;130.4;165.0;166.5;168.0;0.39;0.39;0.39;650.0;7800.0;1.0;0.0;1915.0;99.02;;;2019-10-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;238.0;2018-06-06 00:00:00;1861.0;0.00022500000000000005;-0.007406250000000003;0.007631249999999999;5.7043124999999995;10.43125;0.00022500000000000005;-0.007406250000000003;0.007631249999999999;5.7043124999999995;10.43125;PS001032-A270919;0.0103;2.0187142857142857;0.01757142857142857;0.014857142857142859;4.9874285714285715;5.035;4.755;5.091
738;PS001032-A270919-2/1-6;1100;26320;26321;1384.845;7.346349999999999;7.683199999999999;130.91;80.66;166.11;6.3100000000000005;0.42999999999999994;0.735;5.085;1.12;0.215;18.310000000000002;18.27;2.35;2.2750000000000004;15.684999999999999;16.14;0.22;0.12;7.45;0.08;PS001032-A270919-2;CK002605-D021019;CK002605-D021019;7.1545000000000005;7.1545000000000005;7.154;5.699999999999999;5.6899999999999995;7.2555;7.2555;7.2555;Rec-CK002495-D020819;2019-10-02 08:15:00;20.5;13.5;10.4;Rec-CK002495-D020819;2019-10-02 08:15:00;20.5;13.5;10.4;3;3.0;На контроль;;1600.0;14.0;1930.0;40.0;80.1;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;25.51;168.0;153.0;2019-10-18 00:00:00;34.0;36.0;38.0;78.3;80.0;81.2;37.0;40.0;46.0;129.1;129.5;130.4;165.0;166.5;168.0;0.39;0.39;0.39;650.0;7800.0;1.0;0.0;1915.0;99.02;;;2019-10-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;238.0;2018-06-06 00:00:00;1861.0;0.00022500000000000005;-0.007406250000000003;0.007631249999999999;5.7043124999999995;10.43125;0.00022500000000000005;-0.007406250000000003;0.007631249999999999;5.7043124999999995;10.43125;PS001032-A270919;0.0103;2.0187142857142857;0.01757142857142857;0.014857142857142859;4.9874285714285715;5.035;4.755;5.091
739;PS001032-A270919-2/1-7;1100;26322;26324;1377.26;7.3444;7.6823999999999995;131.075;80.64500000000001;166.22;6.279999999999999;0.475;0.5349999999999999;8.425;1.365;0.145;18.495;18.5;3.275;2.09;15.665;16.12;0.165;0.135;7.7;0.07;PS001032-A270919-2;CK002605-D021019;CK002605-D021019;7.1545000000000005;7.1545000000000005;7.154;5.699999999999999;5.6899999999999995;7.2555;7.2555;7.2555;Rec-CK002495-D020819;2019-10-02 08:15:00;20.5;13.5;10.4;Rec-CK002495-D020819;2019-10-02 08:15:00;20.5;13.5;10.4;3;3.0;На контроль;;1600.0;14.0;1930.0;40.0;80.1;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;25.51;168.0;153.0;2019-10-18 00:00:00;34.0;36.0;38.0;78.3;80.0;81.2;37.0;40.0;46.0;129.1;129.5;130.4;165.0;166.5;168.0;0.39;0.39;0.39;650.0;7800.0;1.0;0.0;1915.0;99.02;;;2019-10-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;238.0;2018-06-06 00:00:00;1861.0;0.00022500000000000005;-0.007406250000000003;0.007631249999999999;5.7043124999999995;10.43125;0.00022500000000000005;-0.007406250000000003;0.007631249999999999;5.7043124999999995;10.43125;PS001032-A270919;0.0103;2.0187142857142857;0.01757142857142857;0.014857142857142859;4.9874285714285715;5.035;4.755;5.091
740;PS000978-A170519-2/1-2;1050;26363;26362;1430.15;7.2719000000000005;7.60115;131.04000000000002;80.47999999999999;166.45;6.4;0.16;0.6599999999999999;17.96;1.535;0.38;17.765;17.725;4.87;5.22;14.875;14.875;0.055;0.035;7.05;0.1;PS000978-A170519-2;CKKD0076-D020719;CKKD0076-D020719;7.1465;7.1465;7.183;6.29;6.295;7.2475;7.2475;7.2475;Rec-CKKD0076-D020719;2019-07-02 09:05:00;22.0;12.2;17.8;Rec-CKKD0076-D020719;2019-07-02 09:05:00;22.0;12.2;17.8;3;3.0;На контроль;;1580.0;14.0;1930.0;43.0;80.0;1910.0;35.0;38.0;166.0;200.0;129.0;167.0;27.6;172.0;157.0;2019-10-19 00:00:00;33.0;36.0;39.0;78.3;79.8;81.2;38.0;45.0;52.0;129.2;129.9;130.5;166.0;167.5;169.0;0.33;0.33;0.33;650.0;9000.0;0.0;0.0;1910.0;98.93;;;2019-09-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;245.0;2018-06-06 00:00:00;1868.0;0.0016818181818181817;-0.006181818181818185;0.007863636363636363;6.364999999999998;9.305613636363638;0.0016818181818181817;-0.006181818181818185;0.007863636363636363;6.364999999999998;9.305613636363638;PS000978-A170519;0.010685714285714286;2.153;0.015571428571428573;0.026285714285714284;5.097857142857143;5.149;4.84;5.206
741;PS000978-A170519-2/1-3;1050;26364;26365;1405.3899999999999;7.27515;7.596299999999999;131.145;80.595;167.24;6.245;0.24;0.8;12.704999999999998;1.505;0.455;18.19;18.310000000000002;5.720000000000001;3.085;15.135000000000002;14.36;0.045;0.035;7.199999999999999;0.12;PS000978-A170519-2;CKKD0076-D020719;CKKD0076-D020719;7.1465;7.1465;7.183;6.29;6.295;7.2475;7.2475;7.2475;Rec-CKKD0076-D020719;2019-07-02 09:05:00;22.0;12.2;17.8;Rec-CKKD0076-D020719;2019-07-02 09:05:00;22.0;12.2;17.8;3;3.0;На контроль;;1580.0;14.0;1930.0;43.0;80.0;1910.0;35.0;38.0;166.0;200.0;129.0;167.0;27.6;172.0;157.0;2019-10-19 00:00:00;33.0;36.0;39.0;78.3;79.8;81.2;38.0;45.0;52.0;129.2;129.9;130.5;166.0;167.5;169.0;0.33;0.33;0.33;650.0;9000.0;0.0;0.0;1910.0;98.93;;;2019-09-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;245.0;2018-06-06 00:00:00;1868.0;0.0016818181818181817;-0.006181818181818185;0.007863636363636363;6.364999999999998;9.305613636363638;0.0016818181818181817;-0.006181818181818185;0.007863636363636363;6.364999999999998;9.305613636363638;PS000978-A170519;0.010685714285714286;2.153;0.015571428571428573;0.026285714285714284;5.097857142857143;5.149;4.84;5.206
742;PS000978-A170519-2/1-4;1050;26366;26367;1388.105;7.27505;7.5766;131.19;80.83000000000001;167.255;6.390000000000001;0.395;0.75;5.945;1.4;0.565;18.285;18.775;4.49;2.6;15.125;14.225;0.11;0.06;7.4;0.11;PS000978-A170519-2;CKKD0076-D020719;CKKD0076-D020719;7.1465;7.1465;7.183;6.29;6.295;7.2475;7.2475;7.2475;Rec-CKKD0076-D020719;2019-07-02 09:05:00;22.0;12.2;17.8;Rec-CKKD0076-D020719;2019-07-02 09:05:00;22.0;12.2;17.8;3;3.0;На контроль;;1580.0;14.0;1930.0;43.0;80.0;1910.0;35.0;38.0;166.0;200.0;129.0;167.0;27.6;172.0;157.0;2019-10-19 00:00:00;33.0;36.0;39.0;78.3;79.8;81.2;38.0;45.0;52.0;129.2;129.9;130.5;166.0;167.5;169.0;0.33;0.33;0.33;650.0;9000.0;0.0;0.0;1910.0;98.93;;;2019-09-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;245.0;2018-06-06 00:00:00;1868.0;0.0016818181818181817;-0.006181818181818185;0.007863636363636363;6.364999999999998;9.305613636363638;0.0016818181818181817;-0.006181818181818185;0.007863636363636363;6.364999999999998;9.305613636363638;PS000978-A170519;0.010685714285714286;2.153;0.015571428571428573;0.026285714285714284;5.097857142857143;5.149;4.84;5.206
743;PS001031-A250919-3/1-1;1070;26398;26399;1394.195;7.4242;7.760949999999999;131.09500000000003;81.07499999999999;166.99;6.380000000000001;0.515;0.81;13.655000000000001;1.655;0.385;18.295;18.259999999999998;1.58;3.165;16.47;16.285;0.025;0.015;7.15;0.1;PS001031-A250919-3;CK002576-D110919;CK002576-D110919;7.144500000000001;7.144500000000001;7.145;5.6899999999999995;5.675;7.2455;7.2455;7.2455;Rec-CK002495-D020819;2019-09-11 14:10:00;22.5;13.1;12.2;Rec-CK002495-D020819;2019-09-11 14:10:00;22.5;13.1;12.2;3;3.0;На контроль;;1600.0;14.5;1930.0;40.0;80.1;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;24.9;175.0;160.0;2019-10-21 00:00:00;33.0;35.0;37.0;78.7;80.0;81.2;34.0;40.0;45.0;129.0;129.7;130.4;166.1;167.5;168.7;0.4;0.4;0.4;650.0;8000.0;0.0;0.0;1915.0;99.07;;;2019-09-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;257.0;2018-06-06 00:00:00;1880.0;5.000000000000001e-05;-0.007393750000000002;0.007443750000000001;5.710125;10.47;5.000000000000001e-05;-0.007393750000000002;0.007443750000000001;5.710125;10.47;PS001031-A250919;0.010400000000000001;2.004;0.011428571428571429;0.02142857142857143;4.983;5.024;4.757;5.082
744;PS001031-A250919-3/1-2;1050;26400;26401;1403.045;7.431;7.7452000000000005;131.13;80.95;166.58999999999997;6.484999999999999;0.775;0.685;6.41;1.38;0.13;18.625;18.795;3.0999999999999996;2.4850000000000003;16.11;16.37;0.06;0.025;7.300000000000001;0.07;PS001031-A250919-3;CK002576-D110919;CK002576-D110919;7.144500000000001;7.144500000000001;7.145;5.6899999999999995;5.675;7.2455;7.2455;7.2455;Rec-CK002495-D020819;2019-09-11 14:10:00;22.5;13.1;12.2;Rec-CK002495-D020819;2019-09-11 14:10:00;22.5;13.1;12.2;3;3.0;На контроль;;1600.0;14.5;1930.0;40.0;80.1;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;24.9;175.0;160.0;2019-10-21 00:00:00;33.0;35.0;37.0;78.7;80.0;81.2;34.0;40.0;45.0;129.0;129.7;130.4;166.1;167.5;168.7;0.4;0.4;0.4;650.0;8000.0;0.0;0.0;1915.0;99.07;;;2019-09-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;257.0;2018-06-06 00:00:00;1880.0;5.000000000000001e-05;-0.007393750000000002;0.007443750000000001;5.710125;10.47;5.000000000000001e-05;-0.007393750000000002;0.007443750000000001;5.710125;10.47;PS001031-A250919;0.010400000000000001;2.004;0.011428571428571429;0.02142857142857143;4.983;5.024;4.757;5.082
745;PS001031-A250919-3/1-3;1050;26402;26403;1400.395;7.40495;7.7246500000000005;131.11;80.955;166.605;6.475;1.1400000000000001;0.765;6.265000000000001;1.2149999999999999;0.16;18.775;18.835;7.01;2.42;16.065;16.255000000000003;0.034999999999999996;0.015;7.45;0.11;PS001031-A250919-3;CK002576-D110919;CK002576-D110919;7.144500000000001;7.144500000000001;7.145;5.6899999999999995;5.675;7.2455;7.2455;7.2455;Rec-CK002495-D020819;2019-09-11 14:10:00;22.5;13.1;12.2;Rec-CK002495-D020819;2019-09-11 14:10:00;22.5;13.1;12.2;3;3.0;На контроль;;1600.0;14.5;1930.0;40.0;80.1;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;24.9;175.0;160.0;2019-10-21 00:00:00;33.0;35.0;37.0;78.7;80.0;81.2;34.0;40.0;45.0;129.0;129.7;130.4;166.1;167.5;168.7;0.4;0.4;0.4;650.0;8000.0;0.0;0.0;1915.0;99.07;;;2019-09-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;257.0;2018-06-06 00:00:00;1880.0;5.000000000000001e-05;-0.007393750000000002;0.007443750000000001;5.710125;10.47;5.000000000000001e-05;-0.007393750000000002;0.007443750000000001;5.710125;10.47;PS001031-A250919;0.010400000000000001;2.004;0.011428571428571429;0.02142857142857143;4.983;5.024;4.757;5.082
746;PS001031-A250919-3/1-4;1050;26404;26405;1392.975;7.39065;7.73;131.07999999999998;81.06;166.91500000000002;6.390000000000001;0.695;0.705;8.395;1.28;0.23;18.770000000000003;18.675;5.470000000000001;2.465;16.105;16.41;0.035;0.07500000000000001;7.5;0.08;PS001031-A250919-3;CK002576-D110919;CK002576-D110919;7.144500000000001;7.144500000000001;7.145;5.6899999999999995;5.675;7.2455;7.2455;7.2455;Rec-CK002495-D020819;2019-09-11 14:10:00;22.5;13.1;12.2;Rec-CK002495-D020819;2019-09-11 14:10:00;22.5;13.1;12.2;3;3.0;На контроль;;1600.0;14.5;1930.0;40.0;80.1;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;24.9;175.0;160.0;2019-10-21 00:00:00;33.0;35.0;37.0;78.7;80.0;81.2;34.0;40.0;45.0;129.0;129.7;130.4;166.1;167.5;168.7;0.4;0.4;0.4;650.0;8000.0;0.0;0.0;1915.0;99.07;;;2019-09-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;257.0;2018-06-06 00:00:00;1880.0;5.000000000000001e-05;-0.007393750000000002;0.007443750000000001;5.710125;10.47;5.000000000000001e-05;-0.007393750000000002;0.007443750000000001;5.710125;10.47;PS001031-A250919;0.010400000000000001;2.004;0.011428571428571429;0.02142857142857143;4.983;5.024;4.757;5.082
747;PS001031-A250919-3/1-5;1050;26406;26407;1388.6399999999999;7.4124;7.7608;131.13;80.85499999999999;166.495;6.445;0.32;0.655;4.19;1.3;0.265;18.715;18.555;3.825;2.31;16.32;16.415;0.015;0.06;7.35;0.08;PS001031-A250919-3;CK002576-D110919;CK002576-D110919;7.144500000000001;7.144500000000001;7.145;5.6899999999999995;5.675;7.2455;7.2455;7.2455;Rec-CK002495-D020819;2019-09-11 14:10:00;22.5;13.1;12.2;Rec-CK002495-D020819;2019-09-11 14:10:00;22.5;13.1;12.2;3;3.0;На контроль;;1600.0;14.5;1930.0;40.0;80.1;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;24.9;175.0;160.0;2019-10-21 00:00:00;33.0;35.0;37.0;78.7;80.0;81.2;34.0;40.0;45.0;129.0;129.7;130.4;166.1;167.5;168.7;0.4;0.4;0.4;650.0;8000.0;0.0;0.0;1915.0;99.07;;;2019-09-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;257.0;2018-06-06 00:00:00;1880.0;5.000000000000001e-05;-0.007393750000000002;0.007443750000000001;5.710125;10.47;5.000000000000001e-05;-0.007393750000000002;0.007443750000000001;5.710125;10.47;PS001031-A250919;0.010400000000000001;2.004;0.011428571428571429;0.02142857142857143;4.983;5.024;4.757;5.082
748;PS001031-A250919-3/1-6;1050;26408;26409;1404.685;7.4091000000000005;7.7423;131.27499999999998;80.785;166.085;6.51;0.39999999999999997;0.875;3.1;1.335;0.115;18.985;18.91;2.835;2.55;16.520000000000003;16.2;0.015;0.06;7.4;0.14;PS001031-A250919-3;CK002576-D110919;CK002576-D110919;7.144500000000001;7.144500000000001;7.145;5.6899999999999995;5.675;7.2455;7.2455;7.2455;Rec-CK002495-D020819;2019-09-11 14:10:00;22.5;13.1;12.2;Rec-CK002495-D020819;2019-09-11 14:10:00;22.5;13.1;12.2;3;3.0;На контроль;;1600.0;14.5;1930.0;40.0;80.1;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;24.9;175.0;160.0;2019-10-21 00:00:00;33.0;35.0;37.0;78.7;80.0;81.2;34.0;40.0;45.0;129.0;129.7;130.4;166.1;167.5;168.7;0.4;0.4;0.4;650.0;8000.0;0.0;0.0;1915.0;99.07;;;2019-09-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;257.0;2018-06-06 00:00:00;1880.0;5.000000000000001e-05;-0.007393750000000002;0.007443750000000001;5.710125;10.47;5.000000000000001e-05;-0.007393750000000002;0.007443750000000001;5.710125;10.47;PS001031-A250919;0.010400000000000001;2.004;0.011428571428571429;0.02142857142857143;4.983;5.024;4.757;5.082
749;PS001032-A270919-1/1-1;1050;26428;26429;1427.44;7.34535;7.69355;131.45;80.93;167.215;6.51;0.17500000000000002;0.44499999999999995;10.05;1.56;0.455;17.215;17.185000000000002;3.995;1.665;15.97;15.82;0.08;0.095;6.949999999999999;0.12;PS001032-A270919-1;CK002604-D011019;CK002604-D011019;7.144500000000001;7.144500000000001;7.15;5.6899999999999995;5.67;7.2455;7.2455;7.2455;Rec-CK002495-D020819;2019-10-01 16:30:00;20.6;14.0;10.0;Rec-CK002495-D020819;2019-10-01 16:30:00;20.6;14.0;10.0;3;3.0;На контроль;;1600.0;13.8;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;25.84;185.0;170.0;2019-10-21 00:00:00;32.1;36.0;37.6;78.7;80.0;81.3;33.0;39.0;46.0;129.1;130.0;130.4;166.0;167.0;168.4;0.37;0.37;0.37;600.0;10000.0;0.0;0.0;1915.0;98.71;;;2019-09-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;257.0;2018-06-06 00:00:00;1880.0;0.00020588235294117653;-0.007358823529411766;0.00756470588235294;5.684529411764705;10.339294117647059;0.00020588235294117653;-0.007358823529411766;0.00756470588235294;5.684529411764705;10.339294117647059;PS001032-A270919;0.0103;2.0187142857142857;0.01757142857142857;0.014857142857142859;4.9874285714285715;5.035;4.755;5.091
750;PS001032-A270919-1/1-2;1050;26430;26431;1397.02;7.3581;7.7075499999999995;131.305;80.945;166.84;6.615;0.24;0.35;6.154999999999999;1.615;0.53;17.225;17.575;3.785;1.38;16.135;15.605;0.075;0.07;7.15;0.1;PS001032-A270919-1;CK002604-D011019;CK002604-D011019;7.144500000000001;7.144500000000001;7.15;5.6899999999999995;5.67;7.2455;7.2455;7.2455;Rec-CK002495-D020819;2019-10-01 16:30:00;20.6;14.0;10.0;Rec-CK002495-D020819;2019-10-01 16:30:00;20.6;14.0;10.0;3;3.0;На контроль;;1600.0;13.8;1930.0;40.0;80.2;1915.0;35.0;38.0;166.0;200.0;129.0;167.0;25.84;185.0;170.0;2019-10-21 00:00:00;32.1;36.0;37.6;78.7;80.0;81.3;33.0;39.0;46.0;129.1;130.0;130.4;166.0;167.0;168.4;0.37;0.37;0.37;600.0;10000.0;0.0;0.0;1915.0;98.71;;;2019-09-07 00:00:00;2019-10-07 00:00:00;2019-09-07 00:00:00;257.0;2018-06-06 00:00:00;1880.0;0.00020588235294117653;-0.007358823529411766;0.00756470588235294;5.684529411764705;10.339294117647059;0.00020588235294117653;-0.007358823529411766;0.00756470588235294;5.684529411764705;10.339294117647059;PS001032-A270919;0.0103;2.0187142857142857;0.01757142857142857;0.014857142857142859;4.9874285714285715;5.035;4.755;5.091
